Código do Município,Sigla da Unidade da Federação,"Municípios e classes de tamanho
da população dos municípios (habitantes)",Urbana,Rural,,,,,,,
1200104,AC,Brasiléia,66.6,33.4,,,,,,,
3108602,MG,Brasília de Minas,66.2,33.8,,,,,,,
2102101,MA,Brejo,37.0,63.0,,,,,,,
2602605,PE,Brejo da Madre de Deus,77.7,22.3,,,,,,,
2302503,CE,Brejo Santo,62.1,37.9,,,,,,,
3507803,SP,Brodowski,97.6,2.4,,,,,,,
3507902,SP,Brotas,86.2,13.8,,,,,,,
3109006,MG,Brumadinho,84.3,15.7,,,,,,,
1501907,PA,Bujaru,31.5,68.5,,,,,,,
2102200,MA,Buriti,31.1,68.9,,,,,,,
2102309,MA,Buriti Bravo,74.3,25.7,,,,,,,
1100452,RO,Buritis,56.0,44.0,,,,,,,
3109303,MG,Buritis,70.8,29.2,,,,,,,
3109402,MG,Buritizeiro,87.8,12.2,,,,,,,
4302709,RS,Butiá,94.7,5.3,,,,,,,
2503001,PB,Caaporã,86.2,13.8,,,,,,,
5002407,MS,Caarapó,71.1,28.9,,,,,,,
3508405,SP,Cabreúva,84.8,15.3,,,,,,,
2603009,PE,Cabrobó,64.1,35.9,,,,,,,
4302808,RS,Caçapava do Sul,75.4,24.6,,,,,,,
2904902,BA,Cachoeira,51.2,48.8,,,,,,,
1502004,PA,Cachoeira do Arari,36.0,64.0,,,,,,,
1501956,PA,Cachoeira do Piriá,20.9,79.1,,,,,,,
3508603,SP,Cachoeira Paulista,81.7,18.3,,,,,,,
2905008,BA,Caculé,59.9,40.2,,,,,,,
3110004,MG,Caeté,87.0,13.0,,,,,,,
2603207,PE,Caetés,28.3,71.7,,,,,,,
2905206,BA,Caetité,59.9,40.1,,,,,,,
3509254,SP,Cajati,73.0,27.0,,,,,,,
2701308,AL,Cajueiro,80.8,19.2,,,,,,,
3509403,SP,Cajuru,89.0,11.0,,,,,,,
2905602,BA,Camacan,78.4,21.6,,,,,,,
2905800,BA,Camamu,44.4,55.6,,,,,,,
3110509,MG,Camanducaia,73.4,26.6,,,,,,,
4103602,PR,Cambará,93.6,6.4,,,,,,,
3110608,MG,Cambuí,84.4,15.6,,,,,,,
3111002,MG,Campestre,53.0,47.0,,,,,,,
4104006,PR,Campina Grande do Sul,82.4,17.6,,,,,,,
2905909,BA,Campo Alegre de Lourdes,28.9,71.1,,,,,,,
4104253,PR,Campo Magro,78.7,21.3,,,,,,,
2202208,PI,Campo Maior,74.2,25.8,,,,,,,
5102637,MT,Campo Novo do Parecis,92.8,7.2,,,,,,,
5102678,MT,Campo Verde,80.6,19.4,,,,,,,
3509700,SP,Campos do Jordão,99.4,0.6,,,,,,,
3111606,MG,Campos Gerais,69.4,30.6,,,,,,,
4203600,SC,Campos Novos,82.5,17.6,,,,,,,
2302701,CE,Campos Sales,72.0,28.0,,,,,,,
1502152,PA,Canaã dos Carajás,77.6,22.4,,,,,,,
2906204,BA,Canarana,47.6,52.4,,,,,,,
2906303,BA,Canavieiras,80.1,19.9,,,,,,,
4304200,RS,Candelária,52.1,47.9,,,,,,,
3510005,SP,Cândido Mota,94.0,6.0,,,,,,,
2906709,BA,Cândido Sales,69.1,30.9,,,,,,,
4304408,RS,Canela,91.3,8.7,,,,,,,
2402204,RN,Canguaretama,65.5,34.6,,,,,,,
2603702,PE,Canhotinho,57.5,42.5,,,,,,,
2801207,SE,Canindé de São Francisco,57.0,43.0,,,,,,,
2906808,BA,Cansanção,33.5,66.5,,,,,,,
2102705,MA,Cantanhede,63.4,36.6,,,,,,,
2202307,PI,Canto do Buriti,55.6,44.4,,,,,,,
3510203,SP,Capão Bonito,81.9,18.1,,,,,,,
4304630,RS,Capão da Canoa,99.4,0.6,,,,,,,
4304663,RS,Capão do Leão,92.1,7.9,,,,,,,
2801306,SE,Capela,64.2,35.8,,,,,,,
3112307,MG,Capelinha,71.1,28.9,,,,,,,
2906873,BA,Capim Grosso,81.9,18.1,,,,,,,
4203907,SC,Capinzal,85.5,14.5,,,,,,,
3510401,SP,Capivari,94.5,5.5,,,,,,,
4203956,SC,Capivari de Baixo,91.4,8.6,,,,,,,
3113008,MG,Caraí,32.2,67.8,,,,,,,
3113206,MG,Carandaí,78.0,22.0,,,,,,,
3113305,MG,Carangola,80.7,19.3,,,,,,,
1301001,AM,Carauari,76.6,23.4,,,,,,,
2906907,BA,Caravelas,52.8,47.2,,,,,,,
1301100,AM,Careiro,28.8,71.2,,,,,,,
1301159,AM,Careiro da Várzea,4.2,95.8,,,,,,,
2303006,CE,Caridade,57.6,42.4,,,,,,,
2907103,BA,Carinhanha,44.3,55.7,,,,,,,
2801405,SE,Carira,55.8,44.2,,,,,,,
2303204,CE,Caririaçu,53.2,46.8,,,,,,,
4304804,RS,Carlos Barbosa,79.4,20.6,,,,,,,
3113701,MG,Carlos Chagas,64.6,35.4,,,,,,,
3114204,MG,Carmo do Cajuru,86.7,13.4,,,,,,,
3114303,MG,Carmo do Paranaíba,84.8,15.3,,,,,,,
3114402,MG,Carmo do Rio Claro,70.3,29.7,,,,,,,
2102804,MA,Carolina,67.8,32.2,,,,,,,
2102903,MA,Carutapera,73.7,26.3,,,,,,,
3510807,SP,Casa Branca,81.8,18.2,,,,,,,
3301306,RJ,Casimiro de Abreu,80.7,19.3,,,,,,,
5002902,MS,Cassilândia,90.7,9.3,,,,,,,
3201407,ES,Castelo,62.8,37.2,,,,,,,
2907301,BA,Castro Alves,61.7,38.3,,,,,,,
2604205,PE,Catende,76.3,23.7,,,,,,,
2504306,PB,Catolé do Rocha,74.1,25.9,,,,,,,
3115508,MG,Caxambu,97.9,2.1,,,,,,,
2303808,CE,Cedro,61.8,38.2,,,,,,,
5205406,GO,Ceres,95.5,4.5,,,,,,,
3511508,SP,Cerquilho,94.8,5.2,,,,,,,
2604502,PE,Chã Grande,68.0,32.0,,,,,,,
4305355,RS,Charqueadas,97.7,2.4,,,,,,,
1502509,PA,Chaves,12.0,88.1,,,,,,,
2907806,BA,Cícero Dantas,54.9,45.1,,,,,,,
3116605,MG,Cláudio,82.1,17.9,,,,,,,
2908002,BA,Coaraci,91.3,8.8,,,,,,,
2202703,PI,Cocal,46.2,53.8,,,,,,,
1301308,AM,Codajás,68.1,31.9,,,,,,,
2103406,MA,Coelho Neto,82.8,17.2,,,,,,,
5103205,MT,Colíder,81.3,18.7,,,,,,,
2103505,MA,Colinas,65.4,34.6,,,,,,,
1705508,TO,Colinas do Tocantins,96.0,4.0,,,,,,,
5103254,MT,Colniza,56.8,43.2,,,,,,,
2702108,AL,Colônia Leopoldina,76.5,23.5,,,,,,,
4105904,PR,Colorado,94.0,6.0,,,,,,,
3201605,ES,Conceição da Barra,79.4,20.7,,,,,,,
2908200,BA,Conceição da Feira,64.4,35.6,,,,,,,
3117306,MG,Conceição das Alagoas,90.6,9.4,,,,,,,
3301405,RJ,Conceição de Macabu,86.5,13.6,,,,,,,
1502707,PA,Conceição do Araguaia,71.3,28.7,,,,,,,
2908507,BA,Conceição do Jacuípe,78.1,21.9,,,,,,,
3512209,SP,Conchal,94.5,5.5,,,,,,,
1502756,PA,Concórdia do Pará,53.5,46.5,,,,,,,
2604601,PE,Condado,93.2,6.8,,,,,,,
2504603,PB,Conde,67.7,32.3,,,,,,,
2908606,BA,Conde,51.4,48.7,,,,,,,
5103353,MT,Confresa,56.6,43.4,,,,,,,
3118007,MG,Congonhas,97.4,2.6,,,,,,,
3118403,MG,Conselheiro Pena,79.1,20.9,,,,,,,
3118809,MG,Coração de Jesus,56.7,43.3,,,,,,,
2908903,BA,Coração de Maria,42.0,58.0,,,,,,,
3301504,RJ,Cordeiro,97.2,2.8,,,,,,,
3512407,SP,Cordeirópolis,89.8,10.2,,,,,,,
2304004,CE,Coreaú,64.8,35.2,,,,,,,
3119104,MG,Corinto,88.6,11.4,,,,,,,
4106407,PR,Cornélio Procópio,94.4,5.6,,,,,,,
3119302,MG,Coromandel,78.7,21.4,,,,,,,
4106506,PR,Coronel Vivida,71.0,29.0,,,,,,,
2202901,PI,Corrente,61.8,38.2,,,,,,,
2909307,BA,Correntina,40.3,59.7,,,,,,,
5003306,MS,Coxim,90.6,9.4,,,,,,,
2702355,AL,Craíbas,32.4,67.6,,,,,,,
3513108,SP,Cravinhos,97.5,2.5,,,,,,,
2909604,BA,Crisópolis,43.0,57.0,,,,,,,
5206206,GO,Cristalina,82.5,17.5,,,,,,,
2304251,CE,Cruz,42.6,57.4,,,,,,,
4106605,PR,Cruzeiro do Oeste,86.5,13.5,,,,,,,
3513603,SP,Cunha,55.6,44.4,,,,,,,
2605004,PE,Cupira,88.9,11.1,,,,,,,
2909901,BA,Curaçá,42.7,57.4,,,,,,,
4204806,SC,Curitibanos,92.1,7.9,,,,,,,
2403103,RN,Currais Novos,88.6,11.4,,,,,,,
1502806,PA,Curralinho,38.3,61.7,,,,,,,
1502905,PA,Curuçá,35.5,64.5,,,,,,,
2103703,MA,Cururupu,68.2,31.8,,,,,,,
2605103,PE,Custódia,64.1,35.9,,,,,,,
2702405,AL,Delmiro Gouveia,72.5,27.5,,,,,,,
3513702,SP,Descalvado,89.2,10.8,,,,,,,
3121605,MG,Diamantina,87.3,12.7,,,,,,,
5103502,MT,Diamantino,78.1,21.9,,,,,,,
3514106,SP,Dois Córregos,94.7,5.3,,,,,,,
4306403,RS,Dois Irmãos,98.9,1.1,,,,,,,
4107207,PR,Dois Vizinhos,77.7,22.3,,,,,,,
4306601,RS,Dom Pedrito,90.6,9.4,,,,,,,
2103802,MA,Dom Pedro,67.3,32.7,,,,,,,
3201902,ES,Domingos Martins,24.3,75.7,,,,,,,
3514403,SP,Dracena,92.3,7.7,,,,,,,
3202108,ES,Ecoporanga,63.7,36.3,,,,,,,
1301407,AM,Eirunepé,72.3,27.7,,,,,,,
4306767,RS,Eldorado do Sul,89.7,10.3,,,,,,,
1502954,PA,Eldorado dos Carajás,52.2,47.8,,,,,,,
3123601,MG,Elói Mendes,80.8,19.2,,,,,,,
4306809,RS,Encantado,87.2,12.8,,,,,,,
2910404,BA,Encruzilhada,21.6,78.4,,,,,,,
4306908,RS,Encruzilhada do Sul,69.8,30.2,,,,,,,
2910503,BA,Entre Rios,59.8,40.2,,,,,,,
3124203,MG,Espera Feliz,62.0,38.0,,,,,,,
2506004,PB,Esperança,69.6,30.4,,,,,,,
2203701,PI,Esperantina,61.3,38.7,,,,,,,
1100098,RO,Espigão D'Oeste,71.7,28.3,,,,,,,
3124302,MG,Espinosa,57.9,42.1,,,,,,,
3515186,SP,Espírito Santo do Pinhal,88.9,11.1,,,,,,,
2910602,BA,Esplanada,63.5,36.5,,,,,,,
4307609,RS,Estância Velha,97.4,2.6,,,,,,,
2104057,MA,Estreito,71.9,28.1,,,,,,,
4307807,RS,Estrela,84.6,15.4,,,,,,,
2304285,CE,Eusébio,100.0,-,,,,,,,
3125101,MG,Extrema,91.0,9.0,,,,,,,
2403608,RN,Extremoz,64.2,35.8,,,,,,,
2605301,PE,Exu,51.5,48.5,,,,,,,
1200302,AC,Feijó,51.3,48.7,,,,,,,
2702603,AL,Feira Grande,16.1,84.0,,,,,,,
2605400,PE,Feira Nova,79.3,20.7,,,,,,,
2605608,PE,Flores,42.2,57.8,,,,,,,
4308201,RS,Flores da Cunha,76.9,23.1,,,,,,,
2605707,PE,Floresta,68.2,31.8,,,,,,,
1301605,AM,Fonte Boa,66.2,33.8,,,,,,,
2911105,BA,Formosa do Rio Preto,60.6,39.4,,,,,,,
2304350,CE,Forquilha,71.0,29.0,,,,,,,
4205456,SC,Forquilhinha,81.7,18.3,,,,,,,
4205506,SC,Fraiburgo,87.7,12.3,,,,,,,
3126703,MG,Francisco Sá,59.8,40.2,,,,,,,
4308508,RS,Frederico Westphalen,80.9,19.1,,,,,,,
2605905,PE,Gameleira,69.9,30.1,,,,,,,
2911204,BA,Gandu,81.9,18.1,,,,,,,
3516705,SP,Garça,90.9,9.1,,,,,,,
4308607,RS,Garibaldi,88.7,11.3,,,,,,,
1503077,PA,Garrafão do Norte,34.4,65.6,,,,,,,
2702900,AL,Girau do Ponciano,30.9,69.1,,,,,,,
2606101,PE,Glória do Goitá,53.2,46.8,,,,,,,
1503093,PA,Goianésia do Pará,69.3,30.7,,,,,,,
2404200,RN,Goianinha,68.8,31.2,,,,,,,
5208806,GO,Goianira,98.2,1.8,,,,,,,
5208905,GO,Goiás,75.4,24.6,,,,,,,
5209101,GO,Goiatuba,92.2,7.9,,,,,,,
4108601,PR,Goioerê,87.0,13.0,,,,,,,
2104677,MA,Governador Nunes Freire,62.8,37.2,,,,,,,
4309100,RS,Gramado,89.9,10.1,,,,,,,
3202306,ES,Guaçuí,80.4,19.6,,,,,,,
3517406,SP,Guaíra,96.4,3.6,,,,,,,
4108809,PR,Guaíra,91.9,8.1,,,,,,,
2304954,CE,Guaiúba,78.4,21.6,,,,,,,
1100106,RO,Guajará-Mirim,84.5,15.5,,,,,,,
3128006,MG,Guanhães,81.3,18.7,,,,,,,
4309407,RS,Guaporé,91.3,8.7,,,,,,,
2305001,CE,Guaraciaba do Norte,46.1,53.9,,,,,,,
1709302,TO,Guaraí,91.1,8.9,,,,,,,
4206504,SC,Guaramirim,79.7,20.3,,,,,,,
5104104,MT,Guarantã do Norte,74.3,25.7,,,,,,,
3518206,SP,Guararapes,92.6,7.5,,,,,,,
3518305,SP,Guararema,86.1,14.0,,,,,,,
2911808,BA,Guaratinga,47.0,53.0,,,,,,,
4109609,PR,Guaratuba,89.8,10.3,,,,,,,
3518602,SP,Guariba,97.9,2.1,,,,,,,
3128709,MG,Guaxupé,94.0,6.0,,,,,,,
1503101,PA,Gurupá,33.0,67.0,,,,,,,
4206702,SC,Herval d'Oeste,88.8,11.2,,,,,,,
1301704,AM,Humaitá,69.0,31.0,,,,,,,
2105005,MA,Humberto de Campos,40.1,59.9,,,,,,,
2911907,BA,Iaçu,78.4,21.6,,,,,,,
4109708,PR,Ibaiti,80.4,19.6,,,,,,,
3519303,SP,Ibaté,96.0,4.0,,,,,,,
3202454,ES,Ibatiba,59.8,40.2,,,,,,,
3129509,MG,Ibiá,84.6,15.4,,,,,,,
2305308,CE,Ibiapina,45.1,54.9,,,,,,,
2912103,BA,Ibicaraí,73.7,26.3,,,,,,,
2606606,PE,Ibimirim,55.3,44.7,,,,,,,
4109807,PR,Ibiporã,95.2,4.8,,,,,,,
2912707,BA,Ibirapitanga,27.3,72.7,,,,,,,
2913200,BA,Ibotirama,76.7,23.3,,,,,,,
2105104,MA,Icatu,31.1,68.9,,,,,,,
2703106,AL,Igaci,24.6,75.5,,,,,,,
3520004,SP,Igaraçu do Tietê,99.4,0.6,,,,,,,
3520103,SP,Igarapava,94.3,5.7,,,,,,,
3130101,MG,Igarapé,93.7,6.3,,,,,,,
1503200,PA,Igarapé-Açu,59.1,40.9,,,,,,,
2703205,AL,Igreja Nova,20.5,79.5,,,,,,,
4310108,RS,Igrejinha,95.4,4.6,,,,,,,
3301876,RJ,Iguaba Grande,100.0,-,,,,,,,
2913507,BA,Iguaí,56.7,43.3,,,,,,,
3520301,SP,Iguape,85.6,14.4,,,,,,,
2607604,PE,Ilha de Itamaracá,77.7,22.4,,,,,,,
3520442,SP,Ilha Solteira,93.8,6.2,,,,,,,
3520400,SP,Ilhabela,99.3,0.7,,,,,,,
4207304,SC,Imbituba,100.0,-,,,,,,,
4110102,PR,Imbituva,62.9,37.1,,,,,,,
2305605,CE,Independência,44.9,55.1,,,,,,,
2913705,BA,Inhambupe,43.1,56.9,,,,,,,
3130903,MG,Inhapim,57.6,42.4,,,,,,,
5210000,GO,Inhumas,93.5,6.5,,,,,,,
5210109,GO,Ipameri,86.3,13.7,,,,,,,
3521002,SP,Iperó,61.7,38.3,,,,,,,
2913903,BA,Ipiaú,91.0,9.0,,,,,,,
1301803,AM,Ipixuna,42.7,57.3,,,,,,,
5210208,GO,Iporá,91.3,8.7,,,,,,,
2305803,CE,Ipu,63.5,36.5,,,,,,,
2607307,PE,Ipubi,61.4,38.6,,,,,,,
2305902,CE,Ipueiras,48.5,51.5,,,,,,,
3521408,SP,Iracemápolis,97.9,2.1,,,,,,,
1301852,AM,Iranduba,71.1,28.9,,,,,,,
2914406,BA,Iraquara,29.9,70.1,,,,,,,
2914505,BA,Irará,41.0,59.1,,,,,,,
2306108,CE,Irauçuba,64.3,35.8,,,,,,,
1503507,PA,Irituia,20.8,79.2,,,,,,,
2506905,PB,Itabaiana,80.6,19.4,,,,,,,
2803005,SE,Itabaianinha,49.9,50.1,,,,,,,
2914653,BA,Itabela,75.3,24.7,,,,,,,
5210406,GO,Itaberaí,84.2,15.8,,,,,,,
3131901,MG,Itabirito,95.9,4.1,,,,,,,
2914901,BA,Itacaré,56.1,43.9,,,,,,,
3521804,SP,Itaí,78.5,21.5,,,,,,,
2607505,PE,Itaíba,36.9,63.1,,,,,,,
4208104,SC,Itaiópolis,52.9,47.1,,,,,,,
2306256,CE,Itaitinga,99.3,0.7,,,,,,,
2915502,BA,Itajuípe,79.9,20.1,,,,,,,
3132503,MG,Itamarandiba,68.3,31.7,,,,,,,
3132701,MG,Itambacuri,66.3,33.7,,,,,,,
2607653,PE,Itambé,83.1,16.9,,,,,,,
2915809,BA,Itambé,85.3,14.7,,,,,,,
2916005,BA,Itanhém,70.3,29.7,,,,,,,
3133303,MG,Itaobim,75.1,24.9,,,,,,,
3302106,RJ,Itaocara,75.7,24.3,,,,,,,
2306306,CE,Itapagé,70.3,29.7,,,,,,,
2916104,BA,Itaparica,100.0,-,,,,,,,
3133501,MG,Itapecerica,77.2,22.8,,,,,,,
4208302,SC,Itapema,97.5,2.5,,,,,,,
3202801,ES,Itapemirim,62.4,37.6,,,,,,,
4111258,PR,Itaperuçu,83.5,16.5,,,,,,,
2916500,BA,Itapicuru,20.7,79.3,,,,,,,
2607752,PE,Itapissuma,77.1,22.9,,,,,,,
3522703,SP,Itápolis,90.7,9.3,,,,,,,
5004502,MS,Itaporã,63.7,36.3,,,,,,,
2507002,PB,Itaporanga,76.0,24.0,,,,,,,
2803203,SE,Itaporanga d'Ajuda,39.0,61.0,,,,,,,
5211206,GO,Itapuranga,81.3,18.7,,,,,,,
4310603,RS,Itaqui,87.3,12.7,,,,,,,
3523206,SP,Itararé,92.4,7.6,,,,,,,
2306553,CE,Itarema,42.5,57.5,,,,,,,
3302254,RJ,Itatiaia,96.6,3.4,,,,,,,
2105427,MA,Itinga do Maranhão,71.0,29.1,,,,,,,
2917003,BA,Itiúba,26.9,73.1,,,,,,,
2917300,BA,Ituberá,72.4,27.6,,,,,,,
3524006,SP,Itupeva,86.8,13.2,,,,,,,
4208500,SC,Ituporanga,66.7,33.3,,,,,,,
3134400,MG,Iturama,94.6,5.4,,,,,,,
3524105,SP,Ituverava,94.2,5.9,,,,,,,
3203007,ES,Iúna,57.2,42.8,,,,,,,
4111506,PR,Ivaiporã,86.2,13.8,,,,,,,
5004700,MS,Ivinhema,77.3,22.7,,,,,,,
4111803,PR,Jacarezinho,88.9,11.1,,,,,,,
5104807,MT,Jaciara,92.1,7.9,,,,,,,
3134905,MG,Jacutinga,83.8,16.2,,,,,,,
4311007,RS,Jaguarão,93.5,6.5,,,,,,,
2917706,BA,Jaguarari,54.8,45.3,,,,,,,
3203056,ES,Jaguaré,60.9,39.1,,,,,,,
4112009,PR,Jaguariaíva,86.0,14.0,,,,,,,
2306900,CE,Jaguaribe,67.6,32.4,,,,,,,
3524709,SP,Jaguariúna,97.1,2.9,,,,,,,
2307007,CE,Jaguaruana,59.4,40.6,,,,,,,
3135050,MG,Jaíba,52.5,47.5,,,,,,,
3524808,SP,Jales,94.1,5.9,,,,,,,
4112108,PR,Jandaia do Sul,90.4,9.6,,,,,,,
5211800,GO,Jaraguá,84.4,15.6,,,,,,,
2307106,CE,Jardim,33.7,66.3,,,,,,,
5005004,MS,Jardim,93.4,6.6,,,,,,,
3525102,SP,Jardinópolis,96.0,4.0,,,,,,,
3525201,SP,Jarinu,77.3,22.7,,,,,,,
3135803,MG,Jequitinhonha,70.7,29.3,,,,,,,
2918100,BA,Jeremoabo,46.3,53.7,,,,,,,
4209003,SC,Joaçaba,92.2,7.8,,,,,,,
2608107,PE,João Alfredo,48.9,51.1,,,,,,,
2405801,RN,João Câmara,70.3,29.7,,,,,,,
2918357,BA,João Dourado,60.2,39.8,,,,,,,
2105500,MA,João Lisboa,75.3,24.8,,,,,,,
3136306,MG,João Pinheiro,81.2,18.8,,,,,,,
2703809,AL,Joaquim Gomes,64.1,35.9,,,,,,,
3525706,SP,José Bonifácio,90.6,9.4,,,,,,,
2205508,PI,José de Freitas,58.3,41.8,,,,,,,
5105101,MT,Juara,79.4,20.7,,,,,,,
3136652,MG,Juatuba,98.3,1.7,,,,,,,
2307403,CE,Jucás,59.4,40.6,,,,,,,
5105150,MT,Juína,86.5,13.5,,,,,,,
2704005,AL,Junqueiro,32.7,67.3,,,,,,,
3526209,SP,Juquitiba,77.4,22.6,,,,,,,
1503903,PA,Juruti,33.7,66.3,,,,,,,
1302405,AM,Lábrea,64.2,35.8,,,,,,,
2105708,MA,Lago da Pedra,65.2,34.8,,,,,,,
3137205,MG,Lagoa da Prata,97.7,2.3,,,,,,,
2608503,PE,Lagoa do Itaenga,82.9,17.1,,,,,,,
2608750,PE,Lagoa Grande,45.8,54.2,,,,,,,
2508307,PB,Lagoa Seca,40.8,59.2,,,,,,,
4311304,RS,Lagoa Vermelha,87.7,12.3,,,,,,,
2918803,BA,Laje,27.4,72.6,,,,,,,
2608800,PE,Lajedo,72.1,27.9,,,,,,,
4113205,PR,Lapa,60.6,39.4,,,,,,,
2919157,BA,Lapão,39.2,60.8,,,,,,,
1600279,AP,Laranjal do Jari,94.9,5.1,,,,,,,
3526407,SP,Laranjal Paulista,89.6,10.5,,,,,,,
2803609,SE,Laranjeiras,79.0,21.0,,,,,,,
4113304,PR,Laranjeiras do Sul,81.3,18.7,,,,,,,
2307502,CE,Lavras da Mangabeira,58.3,41.7,,,,,,,
2704203,AL,Limoeiro de Anadia,8.3,91.7,,,,,,,
1504000,PA,Limoeiro do Ajuru,24.8,75.2,,,,,,,
2919504,BA,Livramento de Nossa Senhora,48.1,51.9,,,,,,,
4113502,PR,Loanda,90.9,9.1,,,,,,,
3527306,SP,Louveira,96.2,3.9,,,,,,,
5105259,MT,Lucas do Rio Verde,93.2,6.8,,,,,,,
2205706,PI,Luís Correia,44.5,55.5,,,,,,,
2205805,PI,Luzilândia,53.7,46.3,,,,,,,
2609006,PE,Macaparana,62.0,38.0,,,,,,,
2407203,RN,Macau,75.9,24.1,,,,,,,
2919801,BA,Macaúbas,32.8,67.3,,,,,,,
1100130,RO,Machadinho D'Oeste,51.9,48.1,,,,,,,
3139003,MG,Machado,82.9,17.1,,,,,,,
1504059,PA,Mãe do Rio,82.6,17.4,,,,,,,
3528403,SP,Mairinque,80.3,19.7,,,,,,,
2508901,PB,Mamanguape,80.9,19.1,,,,,,,
1302553,AM,Manaquiri,31.0,69.0,,,,,,,
4114203,PR,Mandaguari,94.7,5.3,,,,,,,
4114302,PR,Mandirituba,33.4,66.6,,,,,,,
3302601,RJ,Mangaratiba,88.1,11.9,,,,,,,
3139508,MG,Manhumirim,79.7,20.3,,,,,,,
1302702,AM,Manicoré,43.3,56.7,,,,,,,
3139607,MG,Mantena,78.4,21.6,,,,,,,
5005400,MS,Maracaju,86.2,13.9,,,,,,,
1504307,PA,Maracanã,41.1,58.9,,,,,,,
2920502,BA,Maracás,71.9,28.1,,,,,,,
2704500,AL,Maragogi,64.8,35.2,,,,,,,
2920601,BA,Maragogipe,58.6,41.4,,,,,,,
1504406,PA,Marapanim,44.0,56.0,,,,,,,
3203320,ES,Marataízes,80.9,19.1,,,,,,,
4311809,RS,Marau,86.8,13.2,,,,,,,
4210506,SC,Maravilha,81.8,18.2,,,,,,,
2307809,CE,Marco,62.5,37.5,,,,,,,
4114609,PR,Marechal Cândido Rondon,83.6,16.4,,,,,,,
2704708,AL,Marechal Deodoro,94.4,5.6,,,,,,,
2509107,PB,Mari,82.4,17.6,,,,,,,
4114807,PR,Marialva,80.7,19.3,,,,,,,
3529203,SP,Martinópolis,84.0,16.0,,,,,,,
2308005,CE,Massapê,68.2,31.9,,,,,,,
2921005,BA,Mata de São João,74.2,25.8,,,,,,,
2705002,AL,Mata Grande,23.0,77.0,,,,,,,
3140704,MG,Mateus Leme,88.6,11.4,,,,,,,
2106508,MA,Matinha,40.6,59.4,,,,,,,
4115705,PR,Matinhos,99.5,0.5,,,,,,,
2106607,MA,Matões,44.0,56.0,,,,,,,
3141108,MG,Matozinhos,90.9,9.1,,,,,,,
2705101,AL,Matriz de Camaragibe,92.9,7.1,,,,,,,
2308104,CE,Mauriti,52.6,47.4,,,,,,,
2921104,BA,Medeiros Neto,79.2,20.9,,,,,,,
4115804,PR,Medianeira,89.4,10.6,,,,,,,
1504455,PA,Medicilândia,35.0,65.0,,,,,,,
3141405,MG,Medina,71.8,28.2,,,,,,,
1504505,PA,Melgaço,22.2,77.8,,,,,,,
2206209,PI,Miguel Alves,33.2,66.8,,,,,,,
2921203,BA,Miguel Calmon,60.7,39.3,,,,,,,
3302908,RJ,Miguel Pereira,87.3,12.8,,,,,,,
3529708,SP,Miguelópolis,94.2,5.8,,,,,,,
2308302,CE,Milagres,47.9,52.1,,,,,,,
3203403,ES,Mimoso do Sul,62.7,37.3,,,,,,,
5213087,GO,Minaçu,85.2,14.8,,,,,,,
3141801,MG,Minas Novas,40.9,59.1,,,,,,,
3529906,SP,Miracatu,51.4,48.6,,,,,,,
3303005,RJ,Miracema,92.2,7.8,,,,,,,
1713205,TO,Miracema do Tocantins,86.7,13.3,,,,,,,
2106706,MA,Mirador,45.8,54.2,,,,,,,
5005608,MS,Miranda,60.8,39.2,,,,,,,
2106755,MA,Miranda do Norte,79.9,20.1,,,,,,,
3530102,SP,Mirandópolis,89.0,11.0,,,,,,,
5105622,MT,Mirassol d'Oeste,84.9,15.1,,,,,,,
2308401,CE,Missão Velha,45.0,55.0,,,,,,,
1504604,PA,Mocajuba,68.4,31.6,,,,,,,
2308500,CE,Mombaça,44.1,55.9,,,,,,,
2106904,MA,Monção,37.1,63.0,,,,,,,
3531100,SP,Mongaguá,99.6,0.4,,,,,,,
2407807,RN,Monte Alegre,43.5,56.5,,,,,,,
3531308,SP,Monte Alto,95.5,4.5,,,,,,,
3531407,SP,Monte Aprazível,91.1,8.9,,,,,,,
3142908,MG,Monte Azul,56.5,43.5,,,,,,,
3143104,MG,Monte Carmelo,87.6,12.4,,,,,,,
3531803,SP,Monte Mor,93.9,6.1,,,,,,,
3143203,MG,Monte Santo de Minas,77.3,22.7,,,,,,,
3143401,MG,Monte Sião,76.7,23.3,,,,,,,
2509701,PB,Monteiro,65.7,34.3,,,,,,,
2308906,CE,Morrinhos,46.4,53.6,,,,,,,
5213806,GO,Morrinhos,86.7,13.3,,,,,,,
3531902,SP,Morro Agudo,95.9,4.2,,,,,,,
2921708,BA,Morro do Chapéu,57.6,42.4,,,,,,,
1504901,PA,Muaná,42.5,57.6,,,,,,,
2922003,BA,Mucuri,76.3,23.7,,,,,,,
2922102,BA,Mundo Novo,55.6,44.4,,,,,,,
2705507,AL,Murici,82.8,17.2,,,,,,,
2922300,BA,Muritiba,62.4,37.6,,,,,,,
2922409,BA,Mutuípe,45.0,55.0,,,,,,,
3144003,MG,Mutum,51.7,48.3,,,,,,,
3144102,MG,Muzambinho,77.0,23.0,,,,,,,
3144300,MG,Nanuque,90.1,9.9,,,,,,,
5005707,MS,Naviraí,92.3,7.7,,,,,,,
2922508,BA,Nazaré,83.8,16.2,,,,,,,
2609501,PE,Nazaré da Mata,88.3,11.7,,,,,,,
