"","combine","coefficient","se","t","number"
"678","win7_school_close+win7_shop_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.862235030548936,0.279445787194698,-3.08551808636926,5
"679","win7_childcare_close+win7_shop_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.9191470938105,0.193086302148532,-4.76029155658822,5
"680","win7_school_close+win7_childcare_close+win7_shop_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.987118013441016,0.272664430537394,-3.62026690278415,6
"681","win7_restaurant_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.834844878616571,0.187357112659665,-4.45590170965683,4
"682","win7_school_close+win7_restaurant_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.902815798247087,0.28945953443637,-3.11897067065016,5
"683","win7_childcare_close+win7_restaurant_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.959727861508651,0.200987016463331,-4.77507392465697,5
"684","win7_school_close+win7_childcare_close+win7_restaurant_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-1.02769878113917,0.283812939102022,-3.62104273466455,6
"685","win7_shop_close+win7_restaurant_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.721574881645744,0.19292919484322,-3.74010207336489,5
"686","win7_school_close+win7_shop_close+win7_restaurant_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.789545801276261,0.291436170580128,-2.70915514606373,6
"687","win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.846457864537825,0.207411380422728,-4.08105795744018,6
"688","win7_school_close+win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.914428784168341,0.286710162413825,-3.18938392859788,7
"689","win7_bar_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.692544289086257,0.194051493036026,-3.56886864538416,4
"690","win7_school_close+win7_bar_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.760515208716773,0.290882325244467,-2.61451158325833,5
"691","win7_childcare_close+win7_bar_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.817427271978337,0.201803306641179,-4.05061386546941,5
"692","win7_school_close+win7_childcare_close+win7_bar_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.885398191608854,0.281337855548048,-3.14709938299662,6
"693","win7_shop_close+win7_bar_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.57927429211543,0.203211941236257,-2.85059179392395,5
"694","win7_school_close+win7_shop_close+win7_bar_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.647245211745947,0.295433361587225,-2.19083318237521,6
"695","win7_childcare_close+win7_shop_close+win7_bar_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.704157275007511,0.211821620865659,-3.32429367752832,6
"696","win7_school_close+win7_childcare_close+win7_shop_close+win7_bar_close+win7_entertainment_close+win7_worship_close+win7_sports_outdoor_close",-0.772128194638027,0.286921672842639,-2.69107658194053,7
